,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,ro_Income,ro_Kidhome,ro_Teenhome,ro_Recency,ro_MntWines,ro_MntFruits,ro_MntMeatProducts,ro_MntFishProducts,ro_MntSweetProducts,ro_MntGoldProds,ro_NumDealsPurchases,ro_NumWebPurchases,ro_NumCatalogPurchases,ro_NumStorePurchases,ro_NumWebVisitsMonth,ro_AcceptedCmp3,ro_AcceptedCmp4,ro_AcceptedCmp5,ro_AcceptedCmp1,ro_AcceptedCmp2,ro_Complain,ro_Z_CostContact,ro_Z_Revenue,ro_Response,ro_Age,ro_Customer_Days,ro_marital_Divorced,ro_marital_Married,ro_marital_Single,ro_marital_Together,ro_marital_Widow,ro_education_2n Cycle,ro_education_Basic,ro_education_Graduation,ro_education_Master,ro_education_PhD,ro_MntTotal,ro_MntRegularProds,ro_AcceptedCmpOverall
340,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,51,2723,0,1,0,0,0,0,0,0,0,1,1622,1574,0,0.5191174248148708,0.0,0.0,-0.86,0.7929606625258799,1.8064516129032258,3.3194444444444446,1.5319148936170213,3.6363636363636362,0.48936170212765956,-0.5,-0.25,0.25,0.6,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.5959885386819485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.408590308370044,1.5273159144893111,0.0
341,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,77,2472,0,1,0,0,0,0,0,0,1,0,892,884,0,0.41668429802025087,0.0,0.0,0.32,0.9337474120082816,0.2903225806451613,0.5046296296296297,1.2127659574468086,-0.24242424242424243,-0.3617021276595745,-0.5,0.25,0.25,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,-0.12320916905444126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.6046255506607929,0.7078384798099763,0.0
342,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,72,2423,0,0,0,1,0,0,0,0,0,1,387,349,0,-0.13921716790086142,0.0,2.0,0.06,0.18840579710144928,0.22580645161290322,0.004629629629629629,0.06382978723404255,0.3333333333333333,0.2765957446808511,0.0,0.0,1.0,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,-0.2636103151862464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.048458149779735685,0.07244655581947744,0.0
343,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,63,2798,0,1,0,0,0,0,0,1,0,0,2092,2031,1,0.8260843282454284,0.0,0.0,0.76,1.15527950310559,5.0,3.4722222222222223,4.25531914893617,4.696969696969697,0.7659574468085106,-0.5,0.0,1.25,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.8108882521489972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9262114537444934,2.0700712589073635,1.0
344,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,51,2258,0,0,0,0,1,0,0,0,0,1,595,554,0,0.3294544355448088,0.0,1.0,-0.22,0.6915113871635611,-0.25806451612903225,0.06944444444444445,-0.2553191489361702,-0.24242424242424243,0.3404255319148936,0.5,0.5,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,-0.7363896848137536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.2775330396475771,0.3159144893111639,0.0
345,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,42,2284,0,1,0,0,0,0,0,1,0,0,51,45,0,-0.6904941816533172,2.0,0.0,0.08,-0.32919254658385094,-0.16129032258064516,-0.26851851851851855,-0.02127659574468085,0.0,-0.40425531914893614,0.5,-0.5,-0.25,-0.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4444444444444444,-0.66189111747851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32158590308370044,-0.28859857482185275,0.0
346,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,42,2742,0,1,0,0,0,0,0,0,0,1,20,15,0,-0.4101556596645005,1.0,0.0,-0.36,-0.3498964803312629,-0.25806451612903225,-0.28703703703703703,-0.1702127659574468,-0.21212121212121213,-0.425531914893617,-0.5,-0.75,-0.5,-0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4444444444444444,0.6504297994269341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.355726872246696,-0.32422802850356297,0.0
347,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,53,2707,0,1,0,0,0,0,0,1,0,0,429,364,0,0.005803234094000302,1.0,1.0,0.36,0.14285714285714285,0.0,0.42592592592592593,-0.1276595744680851,0.0,0.851063829787234,2.5,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5501432664756447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947136563876652,0.09026128266033254,0.0
348,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,51,2836,0,0,1,0,0,0,0,1,0,0,551,409,0,0.10627172434638053,0.0,1.0,0.32,0.46790890269151136,-0.25806451612903225,0.1111111111111111,0.3404255319148936,0.5757575757575758,2.4893617021276597,0.0,0.5,0.0,0.8,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.9197707736389685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2290748898678414,0.14370546318289787,0.0
349,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,60,2567,0,1,0,0,0,0,0,1,0,0,1319,1290,0,0.8536496901919299,0.0,0.0,0.3,0.32091097308488614,-0.25806451612903225,3.4583333333333335,2.4893617021276597,1.0303030303030303,0.0851063829787234,-0.5,0.0,2.0,1.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.1489971346704871,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0748898678414096,1.190023752969121,0.0
350,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,2629,1,0,0,0,0,0,0,1,0,0,42,33,0,-0.5945896932144477,1.0,0.0,0.66,-0.36438923395445133,-0.16129032258064516,-0.2222222222222222,-0.1276595744680851,0.09090909090909091,-0.3404255319148936,0.0,-0.5,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.32664756446991405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3314977973568282,-0.3028503562945368,0.0
351,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,58,2748,0,0,0,1,0,0,0,1,0,0,1699,1466,0,0.6268097325071785,0.0,0.0,-0.44,1.3561076604554865,0.8064516129032258,2.2268518518518516,2.9574468085106385,3.787878787878788,4.425531914893617,-0.5,0.0,0.25,0.6,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.667621776504298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4933920704845816,1.3990498812351544,0.0
352,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,45,2734,0,0,1,0,0,0,0,0,0,1,952,914,0,0.040108810639262506,0.0,1.0,0.28,1.2650103519668736,-0.25806451612903225,0.3425925925925926,0.0,0.030303030303030304,0.2765957446808511,0.0,-0.5,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2777777777777778,0.6275071633237822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.670704845814978,0.7434679334916865,0.0
353,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,36,2227,0,1,0,0,0,1,0,0,0,0,27,24,0,-0.4716034456702433,1.0,0.0,0.34,-0.34782608695652173,-0.12903225806451613,-0.2824074074074074,-0.2553191489361702,-0.06060606060606061,-0.46808510638297873,-0.5,-0.75,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7777777777777778,-0.8252148997134671,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.34801762114537443,-0.31353919239904987,0.0
354,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,45,2768,0,1,0,0,0,0,0,1,0,0,216,178,0,-0.09397007707420281,1.0,1.0,0.4,-0.039337474120082816,-0.12903225806451613,-0.10648148148148148,-0.1276595744680851,-0.18181818181818182,0.2765957446808511,2.0,0.25,-0.25,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2777777777777778,0.7249283667621776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13986784140969163,-0.13064133016627077,0.0
355,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,50,2463,0,0,1,0,0,0,0,0,1,0,18,7,1,-0.6570651352576696,1.0,0.0,0.06,-0.35403726708074534,-0.22580645161290322,-0.28703703703703703,-0.19148936170212766,-0.21212121212121213,-0.2978723404255319,-0.5,-0.75,-0.25,-0.6,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1489971346704871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.3579295154185022,-0.333729216152019,1.0
356,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,54,2754,0,0,1,0,0,0,0,1,0,0,1270,1169,1,0.3785098987456551,0.0,1.0,-0.08,1.6542443064182195,0.12903225806451613,0.8564814814814815,0.0851063829787234,0.12121212121212122,1.6170212765957446,1.0,0.0,0.25,1.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6848137535816619,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0209251101321586,1.0463182897862233,1.0
357,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,48,2531,0,0,1,0,0,0,0,0,0,1,70,67,0,-0.3841317817742179,1.0,1.0,-0.94,-0.2898550724637681,-0.12903225806451613,-0.21296296296296297,-0.19148936170212766,-0.15151515151515152,-0.46808510638297873,0.5,-0.25,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1111111111111111,0.045845272206303724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.30066079295154186,-0.26247030878859856,0.0
358,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,45,2839,0,0,1,0,0,0,0,0,1,0,84,48,0,-0.15683844642587275,1.0,1.0,0.74,-0.2505175983436853,-0.25806451612903225,-0.18981481481481483,-0.2553191489361702,-0.24242424242424243,0.23404255319148937,1.0,-0.25,0.0,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2777777777777778,0.9283667621776505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.2852422907488987,-0.2850356294536817,0.0
359,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,50,2627,0,0,1,0,0,0,0,1,0,0,42,3,1,-0.8675230466978994,0.0,0.0,-0.52,-0.36231884057971014,0.03225806451612903,-0.24537037037037038,0.02127659574468085,-0.18181818181818182,0.2978723404255319,-0.5,-0.75,-0.25,-0.6,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3209169054441261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3314977973568282,-0.33847980997624705,1.0
360,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,0,0,1,0,0,0,0,1,0,0,36,35,0,-0.6349705304518664,1.0,0.0,-0.72,-0.34782608695652173,-0.12903225806451613,-0.25,-0.1702127659574468,-0.12121212121212122,-0.5106382978723404,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0555555555555556,0.5444126074498568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3381057268722467,-0.3004750593824228,0.0
361,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,59,2429,0,0,0,1,0,0,0,0,0,1,1220,1063,0,0.45757896327640923,0.0,1.0,-0.7,1.7908902691511388,0.5161290322580645,0.13425925925925927,0.425531914893617,0.48484848484848486,2.8085106382978724,0.0,-0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.24641833810888253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.9658590308370044,0.9204275534441805,0.0
362,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2539,0,0,1,0,0,0,0,1,0,0,39,27,0,-0.6185582590297718,1.0,0.0,0.86,-0.36231884057971014,0.03225806451612903,-0.25462962962962965,-0.2127659574468085,0.12121212121212122,-0.2765957446808511,-0.5,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.06876790830945559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33480176211453744,-0.30997624703087884,0.0
363,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,2696,0,1,0,0,0,0,0,0,0,1,16,15,0,-0.5351669941060904,2.0,0.0,-0.22,-0.34575569358178054,-0.25806451612903225,-0.2916666666666667,-0.2553191489361702,-0.24242424242424243,-0.5106382978723404,-0.5,-0.75,-0.5,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.5186246418338109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.3601321585903084,-0.32422802850356297,0.0
364,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,35,2386,0,1,0,0,0,0,0,1,0,0,16,10,0,-0.9460782832099138,1.0,0.0,0.5,-0.36231884057971014,-0.06451612903225806,-0.2916666666666667,-0.2553191489361702,-0.18181818181818182,-0.40425531914893614,-0.5,-1.0,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,-0.36962750716332377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3601321585903084,-0.33016627078384797,0.0
365,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,66,2723,0,0,0,0,1,0,0,1,0,0,269,214,0,-0.7213540879552668,0.0,0.0,-0.7,-0.2795031055900621,0.12903225806451613,0.12962962962962962,1.4042553191489362,0.9696969696969697,0.6382978723404256,0.5,0.0,-0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.5959885386819485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08149779735682819,-0.08788598574821853,0.0
366,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,47,2835,0,1,0,0,0,1,0,0,0,0,179,147,0,-0.4714825449599516,2.0,1.0,0.9,-0.21739130434782608,-0.16129032258064516,0.10185185185185185,0.0,-0.21212121212121213,0.14893617021276595,2.5,0.0,-0.25,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.9169054441260746,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.18061674008810572,-0.167458432304038,0.0
367,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,39,2250,0,0,1,0,0,0,0,0,1,0,13,7,0,-0.4577300891642738,1.0,0.0,-0.32,-0.34368530020703936,-0.25806451612903225,-0.3101851851851852,-0.2553191489361702,-0.24242424242424243,-0.40425531914893614,-0.5,-1.0,-0.25,-0.6,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6111111111111112,-0.7593123209169055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.3634361233480176,-0.333729216152019,0.0
368,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,49,2569,0,0,1,0,0,0,0,1,0,0,28,15,0,-1.2405017379477103,1.0,0.0,-0.34,-0.36024844720496896,-0.03225806451612903,-0.2824074074074074,-0.1276595744680851,-0.12121212121212122,-0.2553191489361702,0.5,-0.75,0.0,-0.6,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05555555555555555,0.15472779369627507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34691629955947134,-0.32422802850356297,0.0
369,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,52,2415,0,0,0,1,0,0,0,0,1,0,385,278,1,-0.22644703037630345,0.0,1.0,-0.76,0.2815734989648033,0.0967741935483871,-0.06944444444444445,-0.1702127659574468,-0.15151515151515152,1.7446808510638299,0.5,0.75,0.25,-0.2,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,-0.28653295128939826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.046255506607929514,-0.011876484560570071,1.0
370,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,0.3655432975668732,0.0,1.0,0.58,0.8136645962732919,1.3548387096774193,0.3425925925925926,0.44680851063829785,1.2727272727272727,2.851063829787234,1.0,0.0,0.75,1.6,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.7908309455587392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539647577092511,0.47387173396674587,0.0
371,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,71,2827,0,0,0,1,0,0,0,1,0,0,91,68,0,-0.37672661326885293,0.0,1.0,0.14,-0.2236024844720497,-0.25806451612903225,-0.2638888888888889,-0.2127659574468085,0.0,-0.0425531914893617,-0.5,-0.5,-0.25,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.8939828080229226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2775330396475771,-0.26128266033254155,0.0
372,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,52,2576,1,0,0,0,0,0,0,0,0,1,1087,1001,0,0.9786005742783739,1.0,1.0,0.16,1.4244306418219461,0.41935483870967744,0.38425925925925924,0.3404255319148936,0.3939393939393939,1.297872340425532,0.5,-0.5,0.0,1.4,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.17478510028653296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.8193832599118943,0.8467933491686461,0.0
373,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,41,2336,0,0,0,1,0,0,0,1,0,0,1681,1624,1,1.1791748526522594,0.0,0.0,-0.84,0.8612836438923396,4.064516129032258,3.324074074074074,0.44680851063829785,3.8181818181818183,0.6808510638297872,-1.0,0.25,1.0,0.6,-1.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5128939828080229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473568281938326,1.5866983372921615,1.0
374,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,41,2361,0,0,0,1,0,0,0,0,1,0,218,214,0,0.3388846909475593,1.0,0.0,-0.98,-0.07867494824016563,-0.12903225806451613,-0.032407407407407406,-0.2553191489361702,0.15151515151515152,-0.44680851063829785,0.0,-0.25,-0.25,0.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.44126074498567336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.13766519823788545,-0.08788598574821853,0.0
375,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,27,2215,0,0,1,0,0,0,0,1,0,0,1046,965,0,0.6953604352425571,0.0,0.0,0.34,0.4078674948240166,4.645161290322581,1.2361111111111112,1.7234042553191489,2.515151515151515,1.1914893617021276,-0.5,0.25,0.5,0.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2777777777777777,-0.8595988538681948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7742290748898678,0.8040380047505938,0.0
376,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,74,2596,0,1,0,0,0,0,0,0,0,1,185,161,0,-0.008311923832552517,0.0,0.0,0.74,-0.15734989648033126,0.03225806451612903,-0.023148148148148147,-0.2127659574468085,0.030303030303030304,-0.02127659574468085,-0.5,0.0,-0.25,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.23209169054441262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.17400881057268722,-0.1508313539192399,0.0
377,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,52,2283,0,1,0,0,0,0,0,0,1,0,709,631,0,0.5890887108961765,0.0,1.0,0.62,0.7784679089026915,0.8709677419354839,0.20833333333333334,-0.2553191489361702,-0.030303030303030304,1.127659574468085,0.5,0.25,0.25,1.4,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,-0.664756446991404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.40308370044052866,0.40736342042755347,0.0
378,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0,0.5257669638809128,0.0,0.0,0.14,1.5341614906832297,-0.25806451612903225,2.0231481481481484,1.851063829787234,0.6666666666666666,0.425531914893617,-0.5,0.0,1.75,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1666666666666667,-0.25787965616045844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.3325991189427313,1.4489311163895486,0.0
379,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,49,2811,0,1,0,0,0,0,0,1,0,0,154,122,0,-0.22557050022668884,1.0,1.0,-0.62,-0.16977225672877846,-0.22580645161290322,-0.12037037037037036,0.0,-0.15151515151515152,0.14893617021276595,1.0,-0.25,-0.25,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05555555555555555,0.8481375358166189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20814977973568283,-0.19714964370546317,0.0
380,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,36,2826,0,0,0,1,0,0,0,1,0,0,28,9,0,-1.0863533323258274,1.0,0.0,0.04,-0.3581780538302277,-0.1935483870967742,-0.24074074074074073,-0.19148936170212766,-0.18181818181818182,-0.1276595744680851,0.0,-0.75,-0.25,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7777777777777778,0.8911174785100286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34691629955947134,-0.331353919239905,0.0
381,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,33,2711,0,0,1,0,0,0,0,1,0,0,22,17,0,-0.8416200695179085,1.0,0.0,0.44,-0.36438923395445133,-0.25806451612903225,-0.28703703703703703,-0.0851063829787234,-0.06060606060606061,-0.425531914893617,-0.5,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9444444444444444,0.5616045845272206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3535242290748899,-0.32185273159144895,0.0
382,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,40,2756,0,0,0,1,0,1,0,0,0,0,61,26,0,-1.1114402297113495,1.0,0.0,0.44,-0.35610766045548653,-0.12903225806451613,-0.27314814814814814,-0.1276595744680851,0.8484848484848485,0.2127659574468085,1.0,-0.5,0.0,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5555555555555556,0.6905444126074498,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.31057268722466963,-0.31116389548693585,0.0
383,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,64,2622,1,0,0,0,0,1,0,0,0,0,57,50,0,-0.6012392322804897,1.0,1.0,0.62,-0.32091097308488614,-0.22580645161290322,-0.19907407407407407,-0.2553191489361702,0.0,-0.3829787234042553,1.0,-0.5,-0.25,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.30659025787965616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.31497797356828194,-0.2826603325415677,0.0
